rating,rating_raw,date,comment,raw_word_count,language,clean_comment,year_month,clean_word_count,subjectivity_score
4.5,★★★★½,2016-03-24,"★★★★½ Watched by lilyymerrell 24 Mar 2016
i love movies with no humans
No likes yet",16,en,watched lilyymerrell mar love movie human like yet,2016-03,8,3.677475150562981
3.5,★★★½,2026-01-21,"★★★½ Watched by Pandafiqz 21 Jan 2026
furry go to kidzania
No likes yet",14,en,watched pandafiqz jan furry go kidzania like yet,2026-01,8,1.9418558274177464
4.0,★★★★,2026-01-20,"★★★★ Watched by wufalo 20 Jan 2026
Good
No likes yet",11,en,watched wufalo jan good like yet,2026-01,6,2.3428262452650177
4.0,★★★★,2026-01-21,"★★★★ Watched by SkyBadger 21 Jan 2026
Easy to watch with good messages around being inclusive.
1 like",18,en,watched skybadger jan easy watch good message around inclusive like,2026-01,10,2.7596249858445967
4.0,★★★★,2026-01-21,"★★★★ Watched by given nsme 21 Jan 2026
nck wilde da mutşgd
No likes yet",15,en,watched given nsme jan nck wilde da mut gd like yet,2026-01,11,2.363640222253982
4.0,★★★★,2026-01-20,"★★★★ Rewatched by alex_venn 20 Jan 2026
So much better than I remembered it
No likes yet",17,en,rewatched alex venn jan much better remembered like yet,2026-01,9,3.6021068552339637
4.5,★★★★½,2026-01-21,"★★★★½ Watched by Adam Zahwan 21 Jan 2026
The song,bateman,city,bateman,jokes,Jason,plot twist is just perfect
No likes yet",17,en,watched adam zahwan jan song bateman city bateman joke jason plot twist perfect like yet,2026-01,15,4.063492414594177
3.5,★★★½,2026-01-20,"★★★½ Watched by Gerard 20 Jan 2026
75/100.
This is a really nice animation movie, very animal friendly. It's cool to see how the city is organized and I wish the surroundings would've been more explored and explained. The city is fantastic. It has a couple of jokes that are good and made me laugh. Nice movie!
No likes yet",60,en,watched gerard jan really nice animation movie animal friendly cool see city organized wish surroundings would explored explained city fantastic couple joke good made laugh nice movie like yet,2026-01,29,5.379134725819123
4.0,★★★★,2026-01-21,"★★★★ Watched by luna 21 Jan 2026
FODA F O D A amassa nick
No likes yet",17,en,watched luna jan foda f amassa nick like yet,2026-01,9,2.0585872815400745
3.5,★★★½,2026-01-21,"★★★½
Watched by Cormac Gibney 21 Jan 2026
I like this movie, I like what it trys to do. I think for the most part it works very well, but there are a few big strikeouts. The twist villian is such an asspull tho Jesus christ
No likes yet",49,en,watched cormac gibney jan like movie like try think part work well big strikeout twist villian asspull tho jesus christ like yet,2026-01,22,2.457955099181236
3.5,★★★½,2026-01-21,"★★★½ Watched by Shewrites 21 Jan 2026
Crazy.
No likes yet",11,en,watched shewrites jan crazy like yet,2026-01,6,1.6585559191351085
3.5,★★★½,2026-01-21,"★★★½ Watched by Dorifto 21 Jan 2026
I didn't think she be so small.
No likes yet",17,en,watched dorifto jan think small like yet,2026-01,7,1.802197808733545
5.0,★★★★★,2026-01-21,"★★★★★ Watched by snoopypieces 21 Jan 2026
seruu my childhood movie
No likes yet",14,en,watched snoopypieces jan seruu childhood movie like yet,2026-01,8,1.8306472680909032
5.0,★★★★★,2026-01-21,"★★★★★
Watched by s4fiyru 21 Jan 2026
I go la la la throughout the movie seeing nick bahahah nagpplay yung sexyback sa utak ko holy airball
kimi! I just go by their saying predators are predators by instinct ittttt ain't their fault they bite ok bye
No likes yet",49,en,watched fiyru jan go la la la throughout movie seeing nick bahahah nagpplay yung sexyback sa utak ko holy airball kimi go saying predator predator instinct ittttt fault bite ok bye like yet,2026-01,33,3.070622162353757
4.5,★★★★½,2026-01-20,"★★★★½ Watched by Zion 20 Jan 2026
It’s insane that I’m watching this for the first time in 2026.. I loved it
No likes yet",25,en,watched zion jan insane watching first time loved like yet,2026-01,10,3.489377059757839
4.0,★★★★,2026-01-20,"★★★★
Watched by angie 20 Jan 2026
1
esto m hace furra?
1 like",14,en,watched angie jan esto hace furra like,2026-01,7,2.4363911238760605
5.0,★★★★★,2026-01-19,"★★★★★
Rewatched by Brandon Santos 19 Jan 2026
It was a fun rewatch. Had our friend Marlene watch it for the first time to prep for the second movie on Wednesday and she too had fallen victim to Nick Wilde…
No likes yet",43,en,rewatched brandon santos jan fun rewatch friend marlene watch first time prep second movie wednesday fallen victim nick wilde like yet,2026-01,21,2.6773407581840396
5.0,★★★★★,2026-01-20,"★★★★★
Rewatched by lina 🍑 20 Jan 2026
Loved this from 2016-2026
10/10 movie
No likes yet",17,en,rewatched lina jan loved movie like yet,2026-01,7,3.8503101723021445
5.0,★★★★★,2026-01-20,"★★★★★
Watched by niki 20 Jan 2026
Is this some kind of narco-state they live in
No likes yet",19,en,watched niki jan kind narco state live like yet,2026-01,9,2.1865086755952996
5.0,★★★★★,2026-01-20,"★★★★★
Watched by Shea Lodriguss 20 Jan 2026
It’s a kids movie with a Breaking Bad reference. This is the peak.
No likes yet",24,en,watched shea lodriguss jan kid movie breaking bad reference peak like yet,2026-01,12,3.428881700837835
3.5,★★★½,2026-01-20,"★★★½ Watched by neensnozzi 20 Jan 2026
So cute!!! 🦊🐰🦒🐘🐆🦏
2 likes",12,en,watched neensnozzi jan cute like,2026-01,5,3.0787214509501126
5.0,★★★★★,2026-01-18,"★★★★★
Rewatched by sannaelena 18 Jan 2026
This review may contain spoilers. I can handle the truth.
No likes yet",20,en,rewatched sannaelena jan review may contain spoiler handle truth like yet,2026-01,11,2.1282654480731606
4.0,★★★★,2026-01-20,"★★★★
Watched by jeff 20 Jan 2026
these movies are the greatest thing ever. i need more immediately
No likes yet",21,en,watched jeff jan movie greatest thing ever need immediately like yet,2026-01,11,3.385823760708239
4.0,★★★★,2024-11-22,"★★★★ Watched by voley ࣪ ˖ 𖦹°⋆ 22 Nov 2024
njir naksir rubah
No likes yet",16,en,watched voley nov njir naksir rubah like yet,2024-11,8,2.5303642202274514
4.0,★★★★,2026-01-20,"★★★★ Rewatched by Bryce 20 Jan 2026
Really clever and overall really good
1 like",15,en,rewatched bryce jan really clever overall really good like,2026-01,9,3.983243043192024
3.5,★★★½,2026-01-21,"★★★½ Watched by florandmovies 21 Jan 2026
after watching nick wilde in this movie maybe i do understand the furrys
No likes yet",23,en,watched florandmovies jan watching nick wilde movie maybe understand furrys like yet,2026-01,12,2.0219087936910847
3.5,★★★½,2026-01-20,"★★★½
Watched by kat 20 Jan 2026
why does everyone sexualize the fox
No likes yet",16,en,watched kat jan everyone sexualize fox like yet,2026-01,8,2.8850106400379265
4.0,★★★★,2026-01-20,"★★★★ Rewatched by Jay 20 Jan 2026
the stereotype ain’t just about animals either 🤫
No likes yet",18,en,rewatched jay jan stereotype animal either like yet,2026-01,8,2.008717818051035
3.5,★★★½,2026-01-20,"★★★½
Watched by Daniel Sánchez 20 Jan 2026
1
beastars pero más levesón
1 like",15,en,watched daniel nchez jan beastars pero leves n like,2026-01,9,2.4976691229004975
5.0,★★★★★,2026-01-20,"★★★★★
Watched by vinny 20 Jan 2026
Oh this masterpiece
1 like",12,en,watched vinny jan oh masterpiece like,2026-01,6,2.126142621048241
5.0,★★★★★,2026-01-20,"★★★★★
Watched by emil 20 Jan 2026
i wish i could give this 6 stars
No likes yet",18,en,watched emil jan wish could give star like yet,2026-01,9,2.982229206813459
4.0,★★★★,2026-01-20,"★★★★
Watched by JonSchwann 20 Jan 2026
Predictable but lowk character growth
No likes yet",15,en,watched jonschwann jan predictable lowk character growth like yet,2026-01,9,3.3513286364327737
4.5,★★★★½,2026-01-21,"★★★★½ Rewatched by sophiebeaaaaa 21 Jan 2026
gotta deduct a half star for the police propaganda
No likes yet",19,en,rewatched sophiebeaaaaa jan gotta deduct half star police propaganda like yet,2026-01,11,2.345292559654811
5.0,★★★★★,2026-01-21,"★★★★★ Watched by giseliiiii 21 Jan 2026
best movie, even my dog watches it
No likes yet",17,en,watched giseliiiii jan best movie even dog watch like yet,2026-01,10,4.192979544970756
4.0,★★★★,2026-01-20,"★★★★
Watched by FerKeyy 20 Jan 2026
la judy hopps no tiene derecho a estar tan buena hermano
No likes yet",21,en,watched ferkeyy jan la judy hopps tiene derecho estar tan buena hermano like yet,2026-01,14,2.4358982548107764
3.0,★★★,2026-01-20,"★★★ Watched by Emma Filipsson 20 Jan 2026
This plot is actually insane I can’t believe they got this approved
No likes yet",23,en,watched emma filipsson jan plot actually insane believe got approved like yet,2026-01,12,3.5977727336248555
4.0,★★★★,2018-01-07,"★★★★ Watched by Queenky 07 Jan 2018
💗
No likes yet",11,en,watched queenky jan like yet,2018-01,5,1.446921222131515
3.5,★★★½,2026-01-21,"★★★½ Watched by Josh Bostancı 21 Jan 2026
Sexy
No likes yet",12,en,watched josh bostanc jan sexy like yet,2026-01,7,1.9028240385172557
4.0,★★★★,2026-01-19,"★★★★ Watched by andrewreed_ 19 Jan 2026
kinda crazy concept for a kids movie about cops but major gay storylines here
No likes yet",24,en,watched andrewreed jan kinda crazy concept kid movie cop major gay storyline like yet,2026-01,14,2.2855498471774394
4.5,★★★★½,2026-01-20,"★★★★½ Watched by ksharks420 20 Jan 2026
Ice em
No likes yet",12,en,watched ksharks jan ice em like yet,2026-01,7,1.9461194530579924
3.5,★★★½,2026-01-20,"★★★½ Rewatched by George 20 Jan 2026
That moment when it goes breaking baaaaad
No likes yet",17,en,rewatched george jan moment go breaking baaaaad like yet,2026-01,9,2.1341395046000518
5.0,★★★★★,2026-01-20,"★★★★★ Watched by rbely 20 Jan 2026
FIRE nick x judy 4 ever <3
No likes yet",17,en,watched rbely jan fire nick x judy ever like yet,2026-01,10,2.712240693287728
5.0,★★★★★,2026-01-21,"★★★★★
Watched by K 21 Jan 2026
I want Nick
No likes yet",13,en,watched k jan want nick like yet,2026-01,7,1.5772061692063128
3.5,★★★½,2026-01-20,"★★★½ Watched by liannabooth 20 Jan 2026
Cute movie! Liked it more than I thought I would
No likes yet",20,en,watched liannabooth jan cute movie liked thought would like yet,2026-01,10,3.3935569000349424
4.0,★★★★,2026-01-21,"★★★★
Watched by KANISHK HARIT 21 Jan 2026
This movie falls into the feel-good cinema category the kind you watch and get completely lost in, enjoying its world of visuals and animation.
The cute little rabbit and Nick’s chemistry feels really fun to watch.
No likes yet",47,en,watched kanishk harit jan movie fall feel good cinema category kind watch get completely lost enjoying world visuals animation cute little rabbit nick chemistry feel really fun watch like yet,2026-01,30,4.722198353219563
4.5,★★★★½,2026-01-20,"★★★★½
Watched by Slaughter_fart (🏴‍☠️) 20 Jan 2026
they use a pvz gw sound effect in a scene
3 likes",20,en,watched slaughter fart jan use pvz gw sound effect scene like,2026-01,11,2.6251297032897227
5.0,★★★★★,2026-01-21,"★★★★★ Watched by tambsma 21 Jan 2026
Adoro esse filme.
No likes yet",13,en,watched tambsma jan adoro esse filme like yet,2026-01,8,2.067787266201638
4.5,★★★★½,2026-01-20,"★★★★½ Rewatched by Paws 20 Jan 2026
Very very amazing movie, I’ve adored this for years. I love the messages they tackle and the story they tell and the way they can design the furry characters so well. Nick and Judy are an amazing duo and I loved all the jokes and it’s just such a greatly written movie
I love furries
No likes yet",65,en,rewatched paw jan amazing movie adored year love message tackle story tell way design furry character well nick judy amazing duo loved joke greatly written movie love furries like yet,2026-01,30,5.220805183728412
3.5,★★★½,2026-01-20,"★★★½
Rewatched by PresidentCart3r 20 Jan 2026
Good movie! Looks fantastic. Lots of plot points are resolved purely due to convenience which is boring but fun time.
No likes yet",30,en,rewatched presidentcart r jan good movie look fantastic lot plot point resolved purely due convenience boring fun time like yet,2026-01,20,5.277839328384961
3.0,★★★,2026-01-20,"★★★ Rewatched by emilywadee 20 Jan 2026
I want to live in the little mouse town
No likes yet",19,en,rewatched emilywadee jan want live little mouse town like yet,2026-01,10,2.2086696145770857
3.5,★★★½,2026-01-20,"★★★½
Watched by Michael 20 Jan 2026
Surprisingly good, and would be much better if I was a child who didn’t see the twist coming.
The movie looks amazing and I liked the animal references but if they had any BALLS they would’ve made at least one cop a pig
No likes yet",53,en,watched michael jan surprisingly good would much better child see twist coming movie look amazing liked animal reference ball would made least one cop pig like yet,2026-01,27,4.352731288801607
4.5,★★★★½,2026-01-20,"★★★★½
Rewatched by keltay 20 Jan 2026
Does ACAB apply to Judy?
No likes yet",15,en,rewatched keltay jan acab apply judy like yet,2026-01,8,1.924617377063254
3.5,★★★½,2026-01-20,"★★★½ Watched by jay_vid 20 Jan 2026
S/o the godfather
2026 really is the new 2016
No likes yet",19,en,watched jay vid jan godfather really new like yet,2026-01,9,2.598162276505901
3.5,★★★½,2017-06-15,"★★★½ Rewatched by diana_zhan 15 Jun 2017
Fun watch. Watched when I was like year 5 though.
No likes yet",20,en,rewatched diana zhan jun fun watch watched like year though like yet,2017-06,12,2.638550131935562
4.0,★★★★,2026-01-20,"★★★★
Rewatched by Laura 20 Jan 2026
Afff muito legal!
No likes yet",13,en,rewatched laura jan afff muito legal like yet,2026-01,8,2.1798857662112914
