rating,date,comment,raw_word_count,language,clean_comment,year_month,clean_word_count,subjectivity_score
4,2020-01-13,"I know I'm in the minority here, but I just don't like this movie. The first time I watched it, it just annoyed me but I thought I'd give it a second chance, try and see what people love here. Still don't see it.On the upside, the animation is pretty. The voice acting is solid. There are even one or two moments of laughter.That's it though. The rest of this movie still falls apart to me. It feels too predictable and by the numbers. There's a message about equality which is nice but there's no subtlety to it, instead it gets hammered over your head again and again and again. There's no surprise here and I never feel invested in the characters or world. It's fun but not real deep.Maybe the most annoying thing to me is that I want to like this world and these characters and I just don't. It feels too much like Disney trying to jump on the equality bandwagon which, to me, ends up feeling empty, hollow and fake.Again, I know I'm the minority here and would still absolutely encourage people to check it out and form their own opinions.",195,en,know minority like movie first time watched annoyed thought give second chance try see people love still see upside animation pretty voice acting solid even one two moment laughter though rest movie still fall apart feel predictable number message equality nice subtlety instead get hammered head surprise never feel invested character world fun real deep maybe annoying thing want like world character feel much like disney trying jump equality bandwagon end feeling empty hollow fake know minority would still absolutely encourage people check form opinion,2020-01,85,2.7541769366189066
9,2016-12-25,"I hadn't planned on seeing this film (I feel we are over-saturated with animated films these day, most of them mediocre), but I looked on as my kids watched it. This is a really fine film. It takes on issues of prejudice and cultural diversity. Zootopia is a city where animals live side by side, predator and prey. It is not a utopia because law and order is necessary. A little female rabbit messes with the male dominated police force. She is put on duty as a meter maid and realizes sexism along with her species is under attack. She is feisty and eventually hooks up with a con-man fox (the least trusted species) whom she enlists to help her solve a kidnapping case. Actually, it's otter napping. In the process, she reveals her own prejudices and hurts her partner. The movie has stunning animation and intelligent dialogue and lots of social references. Very good stuff.",156,en,planned seeing film feel saturated animated film day mediocre looked kid watched really fine film take issue prejudice cultural diversity zootopia city animal live side side predator prey utopia law order necessary little female rabbit mess male dominated police force put duty meter maid realizes sexism along specie attack feisty eventually hook con man fox least trusted specie enlists help solve kidnapping case actually otter napping process reveals prejudice hurt partner movie stunning animation intelligent dialogue lot social reference good stuff,2016-12,81,2.4454798279000185
10,2018-09-11,"I thought this movie was going to be some annoying furry movie. But it was much more than that, Zootopia is one of the greatest animated flicks to date. It's enjoyable, funny, and really smart. I enjoyed the main characters, and I even cared about them! I also really liked to premise itself, it's simple and easy to grip. Zootopia is one of Disney's best!",65,en,thought movie going annoying furry movie much zootopia one greatest animated flick date enjoyable funny really smart enjoyed main character even cared also really liked premise simple easy grip zootopia one disney best,2018-09,33,2.9791929152792624
10,2016-04-07,"As someone who has been an enormous Disney fan all my life (the only films that don't do much for me are 'Chicken Little', 'Home on the Range' and 'The Black Cauldron', if it counts also 'Planes'), Zootropolis may not be as good as the best of classic Disney or the 'big four' of the Renaissance era.However, it is for me the jewel of Disney's 'second renaissance' (their return to form era starting with 'The Princess and the Frog', and if it counts -might not as it is Disney Toon Studios- their only misfire from that era is 'Planes'). Despite a couple of issues 'The Princess and the Frog' was still enormously entertaining. 'Tangled was Disney's best since 'The Hunchback of Notre Dame' (not sure how much of a popular opinion that is though), until the even better 'Wreck it Ralph' took that title. 'Winnie the Pooh' was immensely charming and sweet with its one problem being that it was too short. 'Frozen' despite what people say to me was the best animated film of 2013 besides 'Ernest et Celestine' (and the amount of hate it gets and the detractors' attitude towards those who loved, or even liked, the film has been blown way out of proportion). And 'Big Hero 6' was fun and touching with one of Disney's most endearing characters in recent years in Baymax.Onto the review properly for 'Zootropolis' now. The animation is fantastic with rich colours, vivid, beautifully designed and colourful backgrounds and lovingly designed characters whose movements flow fluidly and never robotically. Some of it is even very inventive and imaginative in the set pieces. Michael Giacchino's score is cleverly orchestrated, energetic and catchy, not as good as his scores for the ones for the Pixar films 'Up' and 'Inside Out' but it complements 'Zootropolis' very well indeed.'Zootropolis' has some very smart and hilarious writing, cleverly balancing sly references, witty humour and also genuine pathos and heart with few if any awkward tonal shifts. The visual gags are similarly inventive and a joy to watch. The story is so consistently well paced and involving and is told with such energy, charm and heart that some may forget the storyline being predictable. To me, it had enough originality to not make it matter that much. What was also impressive about 'Zootropolis' was how it dealt with such heavy and wholly relevant themes and issues, one of most daring along with 'The Hunchback of Notre Dame' and deal with it with a light touch. Some did find the message (one that's easy to identify with) forced and heavy-handed, it wasn't an issue to me at all, to this viewer it was incorporated well and respectfully.The characters in 'Zootropolis' are interesting - all serving a point to the story- with colourful personalities, none of them felt bland, none felt shoe-horned in, none felt annoying and none felt unnecessary. Love the sassiness and charm of the protagonist, and while the twist wasn't a surprise as such the villain did serve a good threat and more interesting than the recent Disney twist villains. The voice acting is just terrific from all, especially from Ginnifer Goodwin and Jason Bateman. Can't go wrong with Idris Elba, JK Simmons and Maurice LaMarche either.All in all, with the one small exception of the forgettable and slightly grating main song from Shakira (which was not enough to bring the film down personally) 'Zootropolis' was a superb film, not only of Disney's post-2009 films but also one of their best post-Tarzan and towards the top end in the Disney animated film ranking. 10/10 Bethany Cox",599,en,someone enormous disney fan life film much chicken little home range black cauldron count also plane zootropolis may good best classic disney big four renaissance era however jewel disney second renaissance return form era starting princess frog count might disney toon studio misfire era plane despite couple issue princess frog still enormously entertaining tangled disney best since hunchback notre dame sure much popular opinion though even better wreck ralph took title winnie pooh immensely charming sweet one problem short frozen despite people say best animated film besides ernest et celestine amount hate get detractor attitude towards loved even liked film blown way proportion big hero fun touching one disney endearing character recent year baymax onto review properly zootropolis animation fantastic rich colour vivid beautifully designed colourful background lovingly designed character whose movement flow fluidly never robotically even inventive imaginative set piece michael giacchino score cleverly orchestrated energetic catchy good score one pixar film inside complement zootropolis well indeed zootropolis smart hilarious writing cleverly balancing sly reference witty humour also genuine pathos heart awkward tonal shift visual gag similarly inventive joy watch story consistently well paced involving told energy charm heart may forget storyline predictable enough originality make matter much also impressive zootropolis dealt heavy wholly relevant theme issue one daring along hunchback notre dame deal light touch find message one easy identify forced heavy handed issue viewer incorporated well respectfully character zootropolis interesting serving point story colourful personality none felt bland none felt shoe horned none felt annoying none felt unnecessary love sassiness charm protagonist twist surprise villain serve good threat interesting recent disney twist villain voice acting terrific especially ginnifer goodwin jason bateman go wrong idris elba jk simmons maurice lamarche either one small exception forgettable slightly grating main song shakira enough bring film personally zootropolis superb film disney post film also one best post tarzan towards top end disney animated film ranking bethany cox,2016-04,316,2.967908519988779
6,2020-04-18,"🎬
Cute movie that is good when it stops with it's social commentary stuff. Probably an unpopular opinion, but I apologize for nothing.",23,en,cute movie good stop social commentary stuff probably unpopular opinion apologize nothing,2020-04,12,3.856232772469656
10,2016-04-06,"A cute and smart rabbit Judy Hopps is so ambitious and intelligent.She wants to become a police officer. No bunnies ever before became police officers in the animal world of Zootopia because they are not strong enough. But Judy doesn't care what other people and animals think about her . She wants to overcome the prejudice and bigotry that a rabbit is small and weak animal and thus is not fit to become a police officer.She's determined to make her dream come true, but unfortunately for her,she faces problems. She caught a convicted Fox who has already committed a crime, and gave him the option that she can help him to avoid jail imprisonment if only he can definitely help her in finding the missing animals. As a result, the fox and the bunny become friends and because of the intelligence of the amazing Judy (the bunny) she cleverly tamed the sly fox and attracted him to do the good and to refrain from doing evil especially after he fell in love with this yummy bunny Judy.Zootopia is best of the best for the spectacular cinematography,impressive story,enchanting music and stunning acting.",191,en,cute smart rabbit judy hopps ambitious intelligent want become police officer bunny ever became police officer animal world zootopia strong enough judy care people animal think want overcome prejudice bigotry rabbit small weak animal thus fit become police officer determined make dream come true unfortunately face problem caught convicted fox already committed crime gave option help avoid jail imprisonment definitely help finding missing animal result fox bunny become friend intelligence amazing judy bunny cleverly tamed sly fox attracted good refrain evil especially fell love yummy bunny judy zootopia best best spectacular cinematography impressive story enchanting music stunning acting,2016-04,98,2.8576039698871205
6,2016-04-10,"In my opinion Zootopia is one of the best children animations since Rango as it attempts to tell a competent and interesting story instead of just projecting ideas and messages with only leaving stereotypical characters and thin story arcs left.Zootopia focuses on its two main leads, Judy Hopps and Nick Wilde and fleshes out their characters and why they are the way they are.Their relationship is well-realised except for one aspect that is a ""spoiler"" but it happens in so many movie's that you'll know it's coming. The twists aren't nearly as predictable then in other Disney films which is refreshing and the story overall is very investing and is able to have a message about racism without it feeling shoe-horned in. In terms of animation it is nice in it's simplicity like Judy's apartment and the way the action sequences are filmed are full of energy and are all throughout the film. Some wide- shots of the city are unexceptional but the rain forest and polar setting within the film looked excellent and water in CG animation is simply now perfected. The humour lands about 80% of the time with only some jokes being meh. The movie is clever in reflecting real-life and how the way something is in real-life can be covered in a sheen through publicity and an emphasis on that through advertisement. The film's messages are clever and well- thought out and while obviously there aren't in your face about it.The film is not flawless though. There are about 5 lulls in the story that affect the pacing, dialogue sequences between the two main leads should have been a lot snappier (which ironically enough most of them took place straight after the Sloth sequence). Towards the latter half of the film plot conveniences show up and aspects are pretty dumbed down. And lastly, the song that was shoe-horned which is extremely mediocre but awful compared to most other Disney songs made for an awkward feeling in it's badness.Overall Zootopia is a great animated children's film and a pretty good movie on it's own. It's flaws deter it quite a bit but with every scene either having humour, fantastically directed and animated action, great character development and sometimes even scares Zootopia's quite large amount of flaws are outweighed by it's consistency to entertain and just be an investing film. There are some modern animated films from the 2010s that technically are on the same level as this film but the attempt to do something different and it's succession is why I like it a little bit more but it's too heavy on slow moments and it is quite flawed so this is why I'm giving Zootopia my ""GOOD"" rating-6/10",452,en,opinion zootopia one best child animation since rango attempt tell competent interesting story instead projecting idea message leaving stereotypical character thin story arc left zootopia focus two main lead judy hopps nick wilde flesh character way relationship well realised except one aspect spoiler happens many movie know coming twist nearly predictable disney film refreshing story overall investing able message racism without feeling shoe horned term animation nice simplicity like judy apartment way action sequence filmed full energy throughout film wide shot city unexceptional rain forest polar setting within film looked excellent water cg animation simply perfected humour land time joke meh movie clever reflecting real life way something real life covered sheen publicity emphasis advertisement film message clever well thought obviously face film flawless though lull story affect pacing dialogue sequence two main lead lot snappier ironically enough took place straight sloth sequence towards latter half film plot convenience show aspect pretty dumbed lastly song shoe horned extremely mediocre awful compared disney song made awkward feeling badness overall zootopia great animated child film pretty good movie flaw deter quite bit every scene either humour fantastically directed animated action great character development sometimes even scare zootopia quite large amount flaw outweighed consistency entertain investing film modern animated film technically level film attempt something different succession like little bit heavy slow moment quite flawed giving zootopia good rating,2016-04,226,2.639884167225496
9,2018-12-03,"One of the best animation movie in like a decade. Good plot,made me smile couple time. Very inspiring. Amazing.",19,en,one best animation movie like decade good plot made smile couple time inspiring amazing,2018-12,14,3.055332481795243
7,2016-04-11,"A cute animated film with a great and relevant message about the harm inherent in profiling others based on pre-conceived and ill-informed beliefs. It doesn't have the visual dazzle, narrative tightness, and emotional wallop of some of the best animated films I've seen (""Wall-E,"" ""Toy Story 3""), but I mostly enjoyed its more modest charms. My kids (5 and 7) liked it, but it didn't wow them, and they seemed to forget it pretty quickly after leaving the movie theater, as did I.The funniest part of the film is the segment set in a DMV run by sloths, but since this scene in its entirety was shown in trailers for the movie a year ago, its effect was dampened by having already seen it. Nothing else in the movie rises to the same comedic heights as that moment.Grade: B",139,en,cute animated film great relevant message harm inherent profiling others based pre conceived ill informed belief visual dazzle narrative tightness emotional wallop best animated film seen wall e toy story mostly enjoyed modest charm kid liked wow seemed forget pretty quickly leaving movie theater funniest part film segment set dmv run sloth since scene entirety shown trailer movie year ago effect dampened already seen nothing else movie rise comedic height moment grade b,2016-04,73,2.6392549761656565
10,2016-04-01,"A Terrific Movie From The Great Walt Disney Pictures.In The World Of Zootopia,all kinds of animals live in peaceful harmony.There is no kind of racism or violence:"" It is a perfect world where love,equality and peace of mind rule"".It is true that peace can never happen in any place in the world if there is oppression,racism,inequality and discrimination.Walt Disney Pictures clearly delivers a useful moral of love,unity,integrity and peace of mind.This Top movie also stresses on the fact that drugs are harmful.Zootopia tells the story of a rabbit named Judy Hopps (Goodwin) who wants to be the first rabbit cop, so she joins the ZPD (Zootopia Police Department).The smart and cute female rabbit plans to achieve justice in Zootopia.This masterpiece movie is highly recommended for all kids and for every adult individual in the world who seek justice,freedom and peace of mind.Honestly Speaking ZOOTOPIA IS INDEED A TERRIFIC WALT Disney MOVIE.",151,en,terrific movie great walt disney picture world zootopia kind animal live peaceful harmony kind racism violence perfect world love equality peace mind rule true peace never happen place world oppression racism inequality discrimination walt disney picture clearly delivers useful moral love unity integrity peace mind top movie also stress fact drug harmful zootopia tell story rabbit named judy hopps goodwin want first rabbit cop join zpd zootopia police department smart cute female rabbit plan achieve justice zootopia masterpiece movie highly recommended kid every adult individual world seek justice freedom peace mind honestly speaking zootopia indeed terrific walt disney movie,2016-04,99,2.781745814142488
10,2017-12-30,"I actually never review a film, but felt inclined to do so with this one.What a great movie! At the moment of writing it's valued an 8, which I feel does not do it enough credit.Beautiful animation (dare I say: the best I've ever seen?) and a great plot (coming of age + buddy cop detective story + action adventure + comedy + subtle social critisism, all cleaverly and succesfully intertwined).Loveable for children and adults alike!",76,en,actually never review film felt inclined one great movie moment writing valued feel enough credit beautiful animation dare say best ever seen great plot coming age buddy cop detective story action adventure comedy subtle social critisism cleaverly succesfully intertwined loveable child adult alike,2017-12,43,3.060284855100593
10,2016-04-10,"""Zootopia"" is simply the best animated movie of the year 2016 because the animation was terrific,the acting was mesmerizing and the plot was impressively perfect.A female bunny Judy Hopps faces discrimination from other prejudiced and bigoted animals who made fun of her size and could not believe her strong determination to be a cop.since Judy is brainy and has a strong will to be a successful cop,she made a deal with a sly fox to get what she wants.When the genius and the yummy bunny Judy became a policewoman,she was so just and confident in dealing with other animals and soon she receives all the estimation from all the animals including the previously prejudiced animals who underestimated it.",118,en,zootopia simply best animated movie year animation terrific acting mesmerizing plot impressively perfect female bunny judy hopps face discrimination prejudiced bigoted animal made fun size could believe strong determination cop since judy brainy strong successful cop made deal sly fox get want genius yummy bunny judy became policewoman confident dealing animal soon receives estimation animal including previously prejudiced animal underestimated,2016-04,60,2.5195910942469197
6,2016-08-11,"The film features anthropomorphic animals who wear garments but for  some reason no shoes. It centers on a gray rabbit named Judy who  pursues her childhood dream in becoming a cop. She fails in her first  attempt in police academy. She would, however, return, pass every test  and finally become a cop. After dealing with parking violators, Judy is  assigned to find a missing critter.  Zootopia is as entertaining and funny as any animated film featuring  talking animals. Perhaps better, considering the film earned over $1  billion at the box office. Is it flawless? Almost.",95,en,film feature anthropomorphic animal wear garment reason shoe center gray rabbit named judy pursues childhood dream becoming cop fails first attempt police academy would however return pas every test finally become cop dealing parking violator judy assigned find missing critter zootopia entertaining funny animated film featuring talking animal perhaps better considering film earned billion box office flawless almost,2016-08,58,2.3130018459459647
10,2016-03-01,"From the largest elephant to the smallest shrew, the city of Zootopia is a mammal metropolis where various animals live and thrive. When Judy Hopps (Ginnifer Goodwin) becomes the first rabbit to join the police force, she quickly learns how tough it is to enforce the law. Determined to prove herself, Judy jumps at the opportunity to solve a mysterious case. Unfortunately, that means working with Nick Wilde (Jason Bateman), a wily fox who makes her job even harder.I am absolutely sure Zootopia Will Be Number 1 In All Countries Of The World Without Any Exaggeration.Since This Movie is The Production Of Disney,it has to be perfect.",107,en,largest elephant smallest shrew city zootopia mammal metropolis various animal live thrive judy hopps ginnifer goodwin becomes first rabbit join police force quickly learns tough enforce law determined prove judy jump opportunity solve mysterious case unfortunately mean working nick wilde jason bateman wily fox make job even harder absolutely sure zootopia number country world without exaggeration since movie production disney perfect,2016-03,61,2.2813836579625124
8,2016-05-10,"Plot: In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.This was a film that I was hoping would be good, since most trailers can trick you these days but this film surpassed my expectations. Each of the voice actors do a wonderful job playing their characters, the standouts are Ginnifer Goodwin who plays a really likable and relatable character and Jason Bateman who plays a character that is at fist unlikable but manages to improve throughout the film. This is not your typical kids film, it doesn't have the bathroom jokes like in most kids films. The script is smartly written and uses the message effectively unlike others which beats you over the head with theirs.Zootopia is one of my favorite films of the year, if you haven't seen it, give it a chance it's not your typical kids film which is what I like, I just wish more of them were like this.",168,en,plot city anthropomorphic animal rookie bunny cop cynical con artist fox must work together uncover conspiracy film hoping would good since trailer trick day film surpassed expectation voice actor wonderful job playing character standouts ginnifer goodwin play really likable relatable character jason bateman play character fist unlikable manages improve throughout film typical kid film bathroom joke like kid film script smartly written us message effectively unlike others beat head zootopia one favorite film year seen give chance typical kid film like wish like,2016-05,83,2.539793369502005
7,2016-04-23,"Zootopia is about a city in which all animals live together in organized society, and follows a rabbit who, after becoming a police officer, begins to chase after a criminal who is believed to have kidnapped multiple other animals.The plot isn't really all that unique. In actuality, it's just another crime movie, only with animals instead of humans. Now that's not to say that the animal factor is never used. There are plenty of times when the characters act like animals which helps influence parts of the movie, but it tends to be primarily used for humor. Otherwise the movie is presented in such a way where you aren't really thinking about how predictable it is, but it is still extremely predictable. There are a handful of parts in the movie, especially one part towards the end involving a conflict between two characters, that feel really forced, and don't fit in with the rest of the movie, even if the whole thing already is predictable. At least it was predictable and reasonable, but at the end there was just no reason for it.The characters are interesting enough. They have their distinct character traits, and they still feel relatable and real enough, despite being animals. They seem like they have more to them than just their specific traits, but otherwise not a whole lot to mention here.The movie is surprisingly very funny. Now I knew that this movie would be funny, of course, most comedies are, but I was surprised at how often I found myself laughing at this movie.The movie touches on a handful of bigger topics, as I'm sure you've heard, but it just touches on them. It doesn't always go too far into them, and I think that if they handled these topics a little differently that maybe I would have enjoyed it more.Overall Zootopia is good. It's very funny, lots of fun, but unfortunately struggles with being predictable and a little forced at times. I'll probably see this movie again, and I'll definitely buy it if I find it for a good price. In the end I would recommend this movie.",354,en,zootopia city animal live together organized society follows rabbit becoming police officer begin chase criminal believed kidnapped multiple animal plot really unique actuality another crime movie animal instead human say animal factor never used plenty time character act like animal help influence part movie tends primarily used humor otherwise movie presented way really thinking predictable still extremely predictable handful part movie especially one part towards end involving conflict two character feel really forced fit rest movie even whole thing already predictable least predictable reasonable end reason character interesting enough distinct character trait still feel relatable real enough despite animal seem like specific trait otherwise whole lot mention movie surprisingly funny knew movie would funny course comedy surprised often found laughing movie movie touch handful bigger topic sure heard touch always go far think handled topic little differently maybe would enjoyed overall zootopia good funny lot fun unfortunately struggle predictable little forced time probably see movie definitely buy find good price end would recommend movie,2016-04,164,2.8679055511237372
